owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
bitstadium,QuincyKit,bitstadium/QuincyKit,1654,Germany,de,"Objective-C,PHP,CSS,Perl,C,JavaScript,Shell",Objective-C,445,https://api.github.com/users/bitstadium,https://api.github.com/repos/bitstadium/QuincyKit/languages,https://api.github.com/repos/bitstadium/QuincyKit/contributors
awesto,django-shop,awesto/django-shop,1645,"Innsbruck, DÌ_sseldorf",de,"Python,HTML,JavaScript,CSS,Dockerfile,Shell",Python,4706,https://api.github.com/users/awesto,https://api.github.com/repos/awesto/django-shop/languages,https://api.github.com/repos/awesto/django-shop/contributors
backtrader,backtrader,backtrader/backtrader,1645,Munich,de,"Python,Shell",Python,2384,https://api.github.com/users/backtrader,https://api.github.com/repos/backtrader/backtrader/languages,https://api.github.com/repos/backtrader/backtrader/contributors
guipsamora,pandas_exercises,guipsamora/pandas_exercises,1645,Munich - Germany,de,Jupyter Notebook,Jupyter Notebook,293,https://api.github.com/users/guipsamora,https://api.github.com/repos/guipsamora/pandas_exercises/languages,https://api.github.com/repos/guipsamora/pandas_exercises/contributors
guillermooo,Vintageous,guillermooo/Vintageous,1636,Germany,de,"Python,PowerShell,Shell",Python,1892,https://api.github.com/users/guillermooo,https://api.github.com/repos/guillermooo/Vintageous/languages,https://api.github.com/repos/guillermooo/Vintageous/contributors
dimsav,laravel-translatable,dimsav/laravel-translatable,1635,"Essen, Germany",de,PHP,PHP,586,https://api.github.com/users/dimsav,https://api.github.com/repos/dimsav/laravel-translatable/languages,https://api.github.com/repos/dimsav/laravel-translatable/contributors
mathiasbynens,he,mathiasbynens/he,1627,Germany,de,"JavaScript,HTML",JavaScript,238,https://api.github.com/users/mathiasbynens,https://api.github.com/repos/mathiasbynens/he/languages,https://api.github.com/repos/mathiasbynens/he/contributors
MatthiasRobbers,shortbread,MatthiasRobbers/shortbread,1616,"MÌ_nster, Germany",de,Java,Java,16,https://api.github.com/users/MatthiasRobbers,https://api.github.com/repos/MatthiasRobbers/shortbread/languages,https://api.github.com/repos/MatthiasRobbers/shortbread/contributors
gaoxiang12,slambook,gaoxiang12/slambook,1615,"Munich, Germany",de,"C++,CMake,Python,C",C++,235,https://api.github.com/users/gaoxiang12,https://api.github.com/repos/gaoxiang12/slambook/languages,https://api.github.com/repos/gaoxiang12/slambook/contributors
SSilence,selfoss,SSilence/selfoss,1609,Germany,de,"PHP,JavaScript,HTML,CSS,Shell",PHP,1691,https://api.github.com/users/SSilence,https://api.github.com/repos/SSilence/selfoss/languages,https://api.github.com/repos/SSilence/selfoss/contributors
phil-opp,blog_os,phil-opp/blog_os,1606,"Karlsruhe, Germany",de,"Rust,HTML,CSS,Shell,Dockerfile,Python,JavaScript",Rust,1460,https://api.github.com/users/phil-opp,https://api.github.com/repos/phil-opp/blog_os/languages,https://api.github.com/repos/phil-opp/blog_os/contributors
voronianski,oceanic-next-color-scheme,voronianski/oceanic-next-color-scheme,1602,"Berlin, Germany",de,,,200,https://api.github.com/users/voronianski,https://api.github.com/repos/voronianski/oceanic-next-color-scheme/languages,https://api.github.com/repos/voronianski/oceanic-next-color-scheme/contributors
felixge,node-ar-drone,felixge/node-ar-drone,1596,"Berlin, Germany",de,"JavaScript,Makefile",JavaScript,375,https://api.github.com/users/felixge,https://api.github.com/repos/felixge/node-ar-drone/languages,https://api.github.com/repos/felixge/node-ar-drone/contributors
